Date,Mitzvos,English Title(s),Source,Sefaria_Link,Sefaria_Link
2026-07-09,"438, 439","A man who had a running issue must bring an offering after he goes to the Mikvah & A metzora (""leprous"" person",Vayikra 15:13-14 & see According to the Torah is Leprosy a hygienic problem or is it something spiritual and miraculous?) must bring an offering after going to the Mikvah—Leviticus 14:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.190?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.191?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.190?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.191?lang=bi
2026-07-10,"440, 441","Not to substitute another beast for one set apart for sacrifice & The new animal, in addition to the substituted one, retains consecration",Vayikra 27:10 & Vayikra 27:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.192?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.193?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.192?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.193?lang=bi
2026-07-11,"442, 443",Not to change consecrated animals from one type of offering to another & Carry out the laws of impurity of the dead,Vayikra 27:26 & Bamidbar 19:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.194?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.195?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.194?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.195?lang=bi
2026-07-12,"444, 445",Carry out the procedure of the Red Heifer & Carry out the laws of the sprinkling water [of the Red Heifer],Bamidbar 19:9 & Bamidbar 19:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.196?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.197?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.196?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.197?lang=bi
2026-07-13,"446, 447","Rule the laws of human tzara'at (Leprosy, see Mitzvah 439) as prescribed in the Torah & The metzora (leper) must not remove his signs of impurity",Vayikra 13:12 & Devarim 24:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.198?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.199?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.198?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.199?lang=bi
2026-07-14,"448, 449","The metzora must not shave signs of impurity in his hair & The metzora must publicize his condition by tearing his garments, allowing his hair to grow and covering his mustache",Vayikra 13:33 & Vayikra 13:45,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.200?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.201?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.200?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.201?lang=bi
2026-07-15,"450, 451",Carry out the prescribed rules for purifying the metzora & The metzora must shave off all his hair prior to purification,Vayikra 14:2 & Vayikra 14:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.202?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.203?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.202?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.203?lang=bi
2026-07-16,"452, 453","Carry out the laws of ""leprous"" clothing & Carry out the laws of leprous houses",Vayikra 13:47 & Vayikra 14:35,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.204?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.205?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.204?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.205?lang=bi
2026-07-17,"454, 455",Observe the laws of menstrual impurity & Observe the laws of impurity caused by childbirth,Vayikra 15:19 & Vayikra 12:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.206?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.207?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.206?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.207?lang=bi
2026-07-18,"456, 457",Observe the laws of impurity caused by a woman's running issue & Observe the laws of impurity caused by a man's running issue (irregular ejaculation of infected semen),Vayikra 15:25 & Vayikra 15:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.208?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.209?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.208?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.209?lang=bi
2026-07-19,"458, 459","Observe the laws of impurity caused by a dead beast & Observe the laws of impurity caused by the eight shratzim (rodents, amphibious creatures, and lizards) [specified in the Torah]",Vayikra 11:39 & Vayikra 11:29,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.210?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.211?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.210?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.211?lang=bi
2026-07-20,"460, 461","Observe the laws of impurity of a seminal emission (regular ejaculation, with normal semen) & Observe the laws of impurity concerning liquid and solid foods",Vayikra 15:16 & Vayikra 11:34,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.212?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.213?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.212?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.213?lang=bi
2026-07-21,"462, 463",Every impure person must immerse himself in a Mikvah to become pure & The court must judge the damages incurred by a goring beast,Vayikra 15:16 & Shemos 21:28,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.214?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.215?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.214?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.215?lang=bi
2026-07-22,"464, 465",The court must judge the damages incurred by an animal eating & The court must judge the damages incurred by a pit,Shemos 22:4 & Shemos 21:33,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.216?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.217?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.216?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.217?lang=bi
2026-07-23,"466, 467",The court must judge the damages incurred by fire & Not to steal money stealthily,Shemos 22:5 & Vayikra 19:11,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.218?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.219?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.218?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.219?lang=bi
2026-07-24,"468, 469",The court must implement punitive measures against the thief & Each individual must ensure that his scales and weights are accurate,Shemos 21:37 & Vayikra 19:36,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.220?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.221?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.220?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.221?lang=bi
2026-07-25,"470, 471",Not to commit injustice with scales and weights & Not to possess inaccurate scales and weights even if they are not for use,Vayikra 19:35 & Devarim 25:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.222?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.223?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.222?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.223?lang=bi
2026-07-26,"472, 473",Not to move a boundary marker to steal someone's property & Not to kidnap,Devarim 19:14 & Shemos 20:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.224?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.225?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.224?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.225?lang=bi
2026-07-27,"474, 475",Not to rob & Not to withhold wages or fail to repay a debt,Vayikra 19:13 & Vayikra 19:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.226?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.227?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.226?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.227?lang=bi
2026-07-28,"476, 477",Not to covet and scheme to acquire another's possession & Not to desire another's possession,Shemos 20:14 & Devarim 5:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.228?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.229?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.228?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.229?lang=bi
2026-07-29,"478, 479",Return the robbed object or its value & Not to ignore a lost object,Vayikra 5:23 & Devarim 22:3,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.230?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.231?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.230?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.231?lang=bi
2026-07-30,"480, 481",Return the lost object & The court must implement laws against the one who assaults another or damages another's property,Devarim 22:1 & Shemos 21:18,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.232?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.233?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.232?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.233?lang=bi
2026-07-31,"482, 483",Not to murder & Not to accept monetary restitution to atone for the murderer,Shemos 20:13 & Bamidbar 35:31,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.234?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.235?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.234?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.235?lang=bi
2026-08-01,"484, 485",The court must send the accidental murderer to a city of refuge & Not to accept monetary restitution instead of being sent to a city of refuge,Bamidbar 35:25 & Bamidbar 35:32,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.236?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.237?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.236?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.237?lang=bi
2026-08-02,"486, 487",Not to kill the murderer before he stands trial & Save someone being pursued even by taking the life of the pursuer,Bamidbar 35:12 & Devarim 25:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.238?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.239?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.238?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.239?lang=bi
2026-08-03,"488, 489",Not to pity the pursuer & Not to stand idly by if someone's life is in danger,Bamidbar 35:12 & Vayikra 19:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.240?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.241?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.240?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.241?lang=bi
2026-08-04,"490, 491",Designate cities of refuge and prepare routes of access & Break the neck of a calf by a stream following an unsolved murder,Devarim 19:3 & Devarim 21:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.242?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.243?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.242?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.243?lang=bi
2026-08-05,"492, 493",To neither work nor plant that river valley & Not to allow pitfalls and obstacles to remain on your property,Devarim 21:4 & Devarim 22:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.244?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.245?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.244?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.245?lang=bi
2026-08-06,"494, 495",Make a guard rail around flat roofs & Not to put a stumbling block before a blind man (nor give harmful advice),Devarim 22:8 & Vayikra 19:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.246?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.247?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.246?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.247?lang=bi
2026-08-07,"496, 497",Help another remove the load from a beast which can no longer carry it & Help others load their beast,Shemos 23:5 & Devarim 22:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.248?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.249?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.248?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.249?lang=bi
2026-08-08,"498, 499",Not to leave others distraught with their burdens (but to help either load or unload) & Buy and sell according to Torah law,Devarim 22:4 & Vayikra 25:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.250?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.251?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.250?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.251?lang=bi
2026-08-09,"500, 501",Not to overcharge or underpay for an article & Not to insult or harm anybody with words,Vayikra 25:14 & Vayikra 25:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.252?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.253?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.252?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.253?lang=bi
2026-08-10,"502, 503",Not to cheat a sincere convert monetarily & Not to insult or harm a sincere convert with words,Shemos 22:20 & Shemos 22:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.254?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.255?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.254?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.255?lang=bi
2026-08-11,"504, 505",Purchase a Hebrew slave in accordance with the prescribed laws & Not to sell him as a slave is sold,Shemos 21:2 & Vayikra 25:42,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.256?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.257?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.256?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.257?lang=bi
2026-08-12,"506, 507",Not to work him oppressively & Not to allow a non-Jew to work him oppressively,Vayikra 25:43 & Vayikra 25:53,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.258?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.259?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.258?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.259?lang=bi
2026-08-13,"508, 509",Not to have him do menial slave labor & Give him gifts when he goes free,Vayikra 25:39 & Devarim 15:14,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.260?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.261?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.260?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.261?lang=bi
2026-08-14,"510, 511",Not to send him away empty-handed & Redeem Jewish maidservants,Devarim 15:13 & Shemos 21:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.262?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.263?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.262?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.263?lang=bi
2026-08-15,"512, 513",Betroth the Jewish maidservant & The master must not sell his maidservant,Shemos 21:8 & Shemos 21:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.264?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.265?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.264?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.265?lang=bi
2026-08-16,"514, 515",Canaanite slaves must work forever unless the owner amputates one of their limbs & Not to extradite a slave who fled to (Biblical) Israel,Vayikra 25:46 & Devarim 23:16,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.266?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.267?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.266?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.267?lang=bi
2026-08-17,"516, 517",Not to wrong a slave who has come to Israel for refuge & The courts must carry out the laws of a hired worker and hired guard,Devarim 23:17 & Shemos 22:9,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.268?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.269?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.268?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.269?lang=bi
2026-08-18,"518, 519",Pay wages on the day they were earned & Not to delay payment of wages past the agreed time,Devarim 24:15 & Vayikra 19:13,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.270?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.271?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.270?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.271?lang=bi
2026-08-19,"520, 521",The hired worker may eat from the unharvested crops where he works & The worker must not eat while on hired time,Devarim 23:25 & Devarim 23:26,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.272?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.273?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.272?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.273?lang=bi
2026-08-20,"522, 523",The worker must not take more than he can eat & Not to muzzle an ox while plowing,Devarim 23:25 & Devarim 25:4,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.274?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.275?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.274?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.275?lang=bi
2026-08-21,"524, 525",The courts must carry out the laws of a borrower & The courts must carry out the laws of an unpaid guard,Shemos 22:13 & Shemos 22:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.276?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.277?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.276?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.277?lang=bi
2026-08-22,"526, 527",Lend to the poor and destitute & Not to press them for payment if you know they don't have it,Shemos 22:24 & Shemos 22:24,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.278?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.279?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.278?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.279?lang=bi
2026-08-23,"528, 529",Press the idolater for payment & The creditor must not forcibly take collateral,Devarim 15:3 & Devarim 24:10,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.280?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.281?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.280?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.281?lang=bi
2026-08-24,"530, 531",Return the collateral to the debtor when needed & Not to delay its return when needed,Devarim 24:13 & Devarim 24:12,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.282?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.283?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.282?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.283?lang=bi
2026-08-25,"532, 533",Not to demand collateral from a widow & Not to demand as collateral utensils needed for preparing food,Devarim 24:17 & Devarim 24:6,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.284?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.285?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.284?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.285?lang=bi
2026-08-26,"534, 535",Not to lend with interest & Not to borrow with interest,Vayikra 25:37 & Devarim 23:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.286?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.287?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.286?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.287?lang=bi
2026-08-27,"536, 537","Not to intermediate in an interest loan, guarantee, witness, or write the promissory note & Lend to and borrow from idolaters with interest",Shemos 22:24 & Devarim 23:21,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.288?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.289?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.288?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.289?lang=bi
2026-08-28,"538, 539","The courts must carry out the laws of the plaintiff, admitter, or denier & Carry out the laws of the order of inheritance",Shemos 22:8 & Bamidbar 27:8,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.290?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.291?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.290?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.291?lang=bi
2026-08-29,"540, 541",Appoint judges & Not to appoint judges who are not familiar with judicial procedure,Devarim 16:18 & Devarim 1:17,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.292?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.293?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.292?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.293?lang=bi
2026-08-30,"542, 543",Decide by majority in case of disagreement & [In capital cases] the court must not execute through a majority of one; at least a majority of two is required,Shemos 23:2 & Shemos 23:2,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.294?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.295?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.294?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.295?lang=bi
2026-08-31,"544, 545",A judge who presented an acquittal plea must not present an argument for conviction in capital cases & The courts must carry out the death penalty of stoning,Shemos 23:2 & Devarim 22:24,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.296?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.297?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.296?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.297?lang=bi
2026-09-01,"546, 547",The courts must carry out the death penalty of burning & The courts must carry out the death penalty of the sword,Vayikra 20:14 & Shemos 21:20,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.298?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.299?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.298?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.299?lang=bi
2026-09-02,"548, 549",The courts must carry out the death penalty of strangulation & The courts must hang those stoned for blasphemy or idolatry,Vayikra 20:10 & Devarim 21:22,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.300?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.301?lang=bi,https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.300?lang=bi & https://www.sefaria.org/Sefer_HaMitzvot%2C_Negative_Commandments.301?lang=bi
